Date,Unnamed: 0,Bloc QC,Campaign,Conservative,Date,Error,Green,Liberal,Link,Margin,NDP,Other,Sample,Source,Type
2010-08-10,145,9.5,False,32.2,2010-08-10,-,12.3,27.7,PDF,±2.1 pp (c=95%),15.4,-,-,EKOS Research Associates,-
2010-08-11,144,10.0,False,33.0,2010-08-11,-,9.0,29.0,PDF,±3.1 pp (c=95%),19.0,-,-,Angus Reid Public Opinion,-
2010-08-17,143,9.2,False,32.5,2010-08-17,-,10.3,27.9,PDF,±1.8 pp (c=95%),17.4,-,-,EKOS Research Associates,-
2010-08-22,142,9.0,False,33.0,2010-08-22,-,10.0,30.0,PDF,±2.2 pp (c=95%),16.0,-,-,Harris-Decima,-
2010-08-24,141,11.2,False,31.1,2010-08-24,-,10.7,27.6,PDF,±2.5 pp (c=95%),16.9,-,-,EKOS Research Associates,-
2010-08-31,140,10.9,False,29.4,2010-08-31,-,13.0,29.1,PDF,±2.7 pp (c=95%),15.7,-,-,EKOS Research Associates,-
2010-09-03,139,12.1,False,33.3,2010-09-03,-,6.2,32.8,PDF,±3.4 pp (c=95%),15.6,-,-,Nanos Research,-
2010-09-07,138,9.5,False,32.1,2010-09-07,-,12.5,28.5,PDF,±2.3 pp (c=95%),15.2,-,-,EKOS Research Associates,-
2010-09-10,137,9.0,False,35.0,2010-09-10,-,7.0,31.0,HTML,±2.3 pp (c=95%),16.0,-,-,Environics,-
2010-09-12,136,10.0,False,34.0,2010-09-12,-,9.0,31.0,PDF,±3.1 pp (c=95%),16.0,-,-,Ipsos Reid,-
2010-09-14,135,8.9,False,32.4,2010-09-14,-,10.7,28.9,PDF,±2.3 pp (c=95%),16.6,-,-,EKOS Research Associates,-
2010-09-19,134,10.0,False,33.0,2010-09-19,-,11.0,30.0,PDF,±2.2 pp (c=95%),14.0,-,-,Harris-Decima,-
2010-09-21,133,9.7,False,31.7,2010-09-21,-,11.8,29.3,PDF,±2.5 pp (c=95%),14.6,-,-,EKOS Research Associates,-
2010-09-23,132,11.0,False,35.0,2010-09-23,-,12.0,29.0,HTML,±3.1 pp (c=95%),12.0,-,-,Ipsos Reid,-
2010-09-28,131,10.1,False,33.1,2010-09-28,-,10.9,29.9,PDF,±2.3 pp (c=95%),13.5,-,-,EKOS Research Associates,-
2010-09-28,130,10.0,False,34.0,2010-09-28,-,11.0,26.0,PDF,±3.1 pp (c=95%),18.0,-,-,Angus Reid Public Opinion,-
2010-10-05,129,9.7,False,31.8,2010-10-05,-,11.2,27.6,PDF,±2.0 pp (c=95%),16.5,-,-,EKOS Research Associates,-
2010-10-06,128,9.8,False,36.6,2010-10-06,-,4.9,32.4,PDF,±3.4 pp (c=95%),16.3,-,-,Nanos Research,-
2010-10-12,127,9.3,False,34.4,2010-10-12,-,10.4,27.8,PDF,±2.5 pp (c=95%),15.8,-,-,EKOS Research Associates,-
2010-10-17,126,10.0,False,32.0,2010-10-17,-,10.0,30.0,PDF,±2.2 pp (c=95%),14.0,-,-,Harris-Decima,-
2010-10-19,125,11.2,False,30.9,2010-10-19,-,11.6,29.4,PDF,±2.5 pp (c=95%),13.9,-,-,EKOS Research Associates,-
2010-10-26,124,9.3,False,33.9,2010-10-26,-,11.6,27.8,PDF,±3.0 pp (c=95%),15.1,-,-,EKOS Research Associates,-
2010-10-26,123,10.0,False,37.0,2010-10-26,-,6.0,26.0,PDF,±3.1 pp (c=95%),19.0,-,-,Angus Reid Public Opinion,-
2010-10-31,122,9.0,False,33.0,2010-10-31,-,10.0,28.0,PDF,±2.2 pp (c=95%),17.0,-,-,Harris-Decima,-
2010-11-01,121,10.0,False,33.0,2010-11-01,-,10.0,25.0,PDF,±3.1 pp (c=95%),21.0,-,-,Abacus Data,-
2010-11-04,120,8.0,False,35.0,2010-11-04,-,11.0,29.0,HTML,±3.1 pp (c=95%),16.0,-,-,Ipsos Reid,-
2010-11-05,119,10.8,False,37.1,2010-11-05,-,5.2,31.6,PDF,±3.4 pp (c=95%),15.4,-,-,Nanos Research,-
2010-11-09,118,9.3,False,29.4,2010-11-09,-,10.7,28.6,PDF,±2.3 pp (c=95%),19.3,-,-,EKOS Research Associates,-
2010-11-16,117,9.9,False,32.4,2010-11-16,-,9.8,28.7,PDF,±2.5 pp (c=95%),16.3,-,-,EKOS Research Associates,-
2010-11-23,116,9.5,False,33.3,2010-11-23,-,9.5,27.1,PDF,±2.2 pp (c=95%),16.6,-,-,EKOS Research Associates,-
2010-11-30,115,9.9,False,32.6,2010-11-30,-,10.9,27.4,PDF,±2.2 pp (c=95%),15.8,-,-,EKOS Research Associates,-
2010-12-05,114,10.2,False,38.1,2010-12-05,-,3.2,31.2,PDF,±3.6 pp (c=95%),17.2,-,-,Nanos Research,-
2010-12-06,113,10.0,False,35.0,2010-12-06,-,10.0,24.0,PDF,±3.1 pp (c=95%),20.0,-,-,Abacus Data,-
2010-12-07,112,9.8,False,33.7,2010-12-07,-,10.4,29.2,PDF,±2.7 pp (c=95%),14.4,-,-,EKOS Research Associates,-
2010-12-07,111,10.0,False,38.0,2010-12-07,-,7.0,26.0,PDF,±3.1 pp,18.0,-,-,Angus Reid Public Opinion,-
2010-12-09,110,10.0,False,39.0,2010-12-09,-,9.0,29.0,HTML,±3.1 pp,12.0,-,-,Ipsos Reid,-
2010-12-13,109,9.0,False,31.0,2010-12-13,-,11.0,29.0,HTML,±2.2 pp (c=95%),15.0,-,-,Harris-Decima,-
2010-12-15,108,10.6,False,32.0,2010-12-15,-,10.9,26.5,PDF,±2.0 pp (c=95%),17.1,-,-,EKOS Research Associates,-
2011-01-09,107,11.0,False,34.0,2011-01-09,-,8.0,28.0,PDF,±3.1 pp,17.0,-,-,Angus Reid Public Opinion,-
2011-01-12,106,9.8,False,34.5,2011-01-12,-,10.3,27.3,PDF,±1.7 pp (c=95%),14.8,-,-,EKOS Research Associates,-
2011-01-16,105,9.0,False,36.0,2011-01-16,-,9.0,28.0,PDF,±2.2 pp (c=95%),15.0,-,-,Harris-Decima,-
2011-01-24,104,10.0,False,35.0,2011-01-24,-,8.0,28.0,HTML,not stated,19.0,-,-,Pollara,-
2011-01-24,103,10.0,False,35.0,2011-01-24,-,9.0,27.0,PDF,±3.0 pp (c=95%),18.0,-,-,Abacus Data,-
2011-01-26,102,9.7,False,35.4,2011-01-26,-,9.8,27.9,PDF,±1.4 pp (c=95%),14.8,-,-,EKOS Research Associates,-
2011-02-02,101,11.0,False,34.0,2011-02-02,-,10.0,29.0,HTML,±3.1 pp,16.0,-,-,Ipsos Reid,-
2011-02-09,100,9.9,False,37.3,2011-02-09,-,10.7,24.8,PDF,±2.4 pp,14.2,-,-,EKOS Research Associates,-
2011-02-10,99,9.0,False,39.0,2011-02-10,-,10.0,25.0,HTML,±3.1 pp,18.0,-,-,Ipsos Reid,-
2011-02-13,98,10.0,False,37.0,2011-02-13,-,10.0,27.0,PDF,±3.1 pp (c=95%),14.0,-,-,Harris-Decima,-
2011-02-14,97,9.9,False,39.7,2011-02-14,-,4.9,26.6,PDF,±3.4 pp,18.9,-,-,Nanos Research,-
2011-02-18,96,9.0,False,39.0,2011-02-18,-,6.0,26.0,PDF,±1.2 pp,18.0,-,-,Angus Reid Public Opinion,-
2011-02-22,95,10.5,False,32.4,2011-02-22,-,11.9,27.3,PDF,±2.0 pp,14.8,-,-,EKOS Research Associates,-
2011-02-23,94,11.0,False,38.0,2011-02-23,-,8.0,23.0,PDF,±3.1 pp (c-95%),19.0,-,-,Abacus Data,-
2011-02-27,93,10.0,False,43.0,2011-02-27,-,5.0,27.0,HTML,±3.1 pp (c-95%),13.0,-,-,Ipsos Reid,-
2011-02-27,92,9.0,False,36.0,2011-02-27,-,9.0,28.0,PDF,±2.2 pp (c-95%),15.0,-,-,Harris-Decima,-
2011-03-08,91,8.8,False,35.2,2011-03-08,-,10.1,27.8,PDF,±2.0 pp,14.9,-,-,EKOS Research Associates,-
2011-03-09,90,9.0,False,39.0,2011-03-09,-,9.0,23.0,PDF,±3.1 pp,17.0,-,-,Angus Reid Public Opinion,-
2011-03-09,89,11.0,False,40.0,2011-03-09,-,5.0,27.0,HTML,±3.1 pp (c-95%),16.0,-,-,Ipsos Reid,-
2011-03-10,88,10.0,False,36.0,2011-03-10,-,10.0,23.0,PDF,±2.1 pp,18.0,-,-,Leger Marketing,-
2011-03-15,87,10.1,False,38.6,2011-03-15,-,3.8,27.6,PDF,±3.2 pp,19.9,-,-,Nanos Research,-
2011-03-16,86,10.2,False,34.1,2011-03-16,-,10.4,25.7,PDF,±2.8 pp,16.4,-,-,EKOS Research Associates,-
2011-03-20,85,10.0,False,34.0,2011-03-20,-,9.0,28.0,PDF,±2.2 pp (c-95%),17.0,-,-,Harris-Decima,-
2011-03-23,84,10.0,False,43.0,2011-03-23,-,6.0,24.0,HTML,±3.1 pp (c-95%),16.0,-,-,Ipsos Reid,-
2011-03-24,83,9.7,False,35.3,2011-03-24,-,10.6,28.1,PDF,±2.0 pp (c-95%),14.2,-,-,EKOS Research Associates,-
2011-03-24,82,9.0,False,39.0,2011-03-24,-,7.0,23.0,PDF,±1.7 pp,19.0,-,-,Leger Marketing,-
2011-03-24,81,10.0,False,39.0,2011-03-24,-,7.0,25.0,HTML,±2 pp,19.0,-,-,Angus Reid Public Opinion,-
2011-03-27,80,10.0,True,41.0,2011-03-27,-,6.0,24.0,HTML,±2.2 pp,19.0,-,-,Forum Research,Phone
2011-03-27,79,10.0,True,38.0,2011-03-27,-,7.0,24.0,PDF,±3.1 pp,19.0,-,-,Harris-Decima,Phone
2011-03-28,78,9.0,True,36.0,2011-03-28,-,8.0,27.0,PDF,±3.2 pp,20.0,-,-,Abacus Data,Online
2011-03-29,77,9.1,True,38.4,2011-03-29,-,4.1,28.7,PDF,±3.2 pp,19.6,-,-,Nanos Research[note 1],Phone
2011-03-30,76,8.7,True,39.1,2011-03-30,-,3.7,32.7,PDF,±3.2 pp,15.9,-,-,Nanos Research[note 1],Phone
2011-03-31,75,8.5,True,39.4,2011-03-31,-,4.4,31.7,PDF,±3.2 pp,16.1,-,-,Nanos Research[note 1],Phone
2011-03-31,74,8.5,True,36.9,2011-03-31,-,8.7,26.2,PDF,±1.9 pp,17.2,2.5,-,EKOS Research Associates,Phone (IVR)
2011-04-01,73,8.5,True,41.3,2011-04-01,-,3.7,30.3,PDF,±3.1 pp,16.0,-,-,Nanos Research[note 1],Phone
2011-04-02,71,10.0,True,37.0,2011-04-02,-,8.0,26.0,PDF,±1.7 pp,18.0,-,-,Leger Marketing,Online
2011-04-02,72,8.0,True,40.7,2011-04-02,-,4.0,29.4,PDF,±3.1 pp,16.9,-,-,Nanos Research[note 1],Phone
2011-04-03,70,8.0,True,42.3,2011-04-03,-,3.8,28.4,PDF,±3.1 pp,16.4,-,-,Nanos Research[note 1],Phone
2011-04-03,69,10.0,True,35.0,2011-04-03,-,8.0,28.0,PDF,±3.1 pp,17.0,-,-,Harris-Decima,Phone
2011-04-04,68,8.3,True,39.8,2011-04-04,-,4.0,30.2,PDF,±3.1 pp,16.5,-,-,Nanos Research[note 1],Phone
2011-04-05,67,8.3,True,39.7,2011-04-05,-,3.8,29.9,PDF,±3.1 pp,17.4,-,-,Nanos Research[note 1],Phone
2011-04-05,66,6.9,True,37.0,2011-04-05,-,9.3,27.8,PDF,±3.0 pp,16.1,2.9,-,EKOS Research Associates,Phone (IVR)
2011-04-05,65,8.0,True,38.0,2011-04-05,-,6.0,27.0,PDF,±2.2,21.0,-,-,Angus Reid Public Opinion,Online
2011-04-05,64,8.0,True,38.0,2011-04-05,-,8.0,25.0,PDF,±3.1 pp,20.0,-,-,Environics,Phone
2011-04-06,63,8.3,True,39.6,2011-04-06,-,3.2,30.4,PDF,±3.1 pp,17.2,-,-,Nanos Research[note 1],Phone
2011-04-06,62,8.0,True,38.0,2011-04-06,-,9.0,26.0,HTML,±2.2 pp,20.0,-,-,Forum Research,Phone
2011-04-07,60,8.3,True,36.2,2011-04-07,-,8.5,27.7,PDF,±2.1 pp,16.6,2.8,-,EKOS Research Associates,Phone (IVR)
2011-04-07,59,9.0,True,41.0,2011-04-07,-,4.0,26.0,HTML,±3.1 pp,19.0,-,-,Ipsos Reid,Phone
2011-04-07,61,8.7,True,40.6,2011-04-07,-,3.4,31.1,PDF,±3.1 pp,14.7,-,-,Nanos Research[note 1],Phone
2011-04-08,58,9.2,True,40.5,2011-04-08,-,4.0,31.7,PDF,±3.1 pp,13.2,-,-,Nanos Research[note 1],Phone
2011-04-08,57,9.0,True,36.0,2011-04-08,-,9.0,25.0,PDF,±3.1 pp,18.0,-,-,TNS Canada,Phone
2011-04-09,56,8.1,True,39.5,2011-04-09,-,4.8,31.6,PDF,±3.1 pp,14.7,-,-,Nanos Research[note 1],Phone
2011-04-10,55,7.8,True,41.2,2011-04-10,-,4.6,30.4,PDF,±3.1 pp,15.2,-,-,Nanos Research[note 1],Phone
2011-04-10,54,8.0,True,40.0,2011-04-10,-,8.0,28.0,PDF,±3.1 pp,15.0,-,-,Harris-Decima,Phone
2011-04-11,53,7.8,True,39.7,2011-04-11,-,4.0,31.2,PDF,±3.1 pp,16.8,-,-,Nanos Research[note 1],Phone
2011-04-11,52,9.0,True,39.0,2011-04-11,-,7.0,28.0,HTML,±2.16 pp,17.0,-,-,Innovative Research Group,Online
2011-04-11,51,8.0,True,45.0,2011-04-11,-,7.0,24.0,PDF,±2.1 pp,16.0,-,-,COMPAS,Phone
2011-04-12,49,7.8,True,33.8,2011-04-12,-,9.0,28.8,PDF,±2.9 pp,19.1,1.5,-,EKOS Research Associates,Phone (IVR)
2011-04-12,50,9.1,True,39.9,2011-04-12,-,3.8,30.4,PDF,±3.1 pp,16.3,-,-,Nanos Research[note 1],Phone
2011-04-13,48,7.5,True,38.9,2011-04-13,-,3.1,31.1,PDF,±3.1 pp,18.3,-,-,Nanos Research[note 1],Phone
2011-04-14,45,7.0,True,36.0,2011-04-14,-,8.0,25.0,HTML,±2.2 pp,22.0,-,-,Forum Research,Phone
2011-04-14,47,9.0,True,38.7,2011-04-14,-,3.7,28.8,PDF,±3.1 pp,18.6,-,-,Nanos Research[note 1],Phone
2011-04-14,46,7.1,True,35.3,2011-04-14,-,9.6,27.8,PDF,±2.8 pp,18.0,2.1,-,EKOS Research Associates,Phone (IVR)
2011-04-15,44,8.5,True,38.8,2011-04-15,-,3.4,28.8,PDF,±3.1 pp,19.2,-,-,Nanos Research[note 1],Phone
2011-04-15,43,8.0,True,37.0,2011-04-15,-,5.0,29.0,PDF,±3.2 pp,20.0,-,-,Abacus Data,Online
2011-04-16,42,9.6,True,39.0,2011-04-16,-,3.6,28.3,PDF,±3.1 pp,18.4,-,-,Nanos Research[note 1],Phone
2011-04-16,41,9.0,True,36.0,2011-04-16,-,5.0,25.0,PDF,±2.2,25.0,-,-,Angus Reid Public Opinion,Online
2011-04-17,37,7.8,True,37.4,2011-04-17,-,8.4,24.9,PDF,±2.2 pp,20.0,1.5,-,EKOS Research Associates,Phone (IVR)
2011-04-17,38,8.0,True,36.0,2011-04-17,-,7.0,28.0,PDF[dead link],±3.1 pp,19.0,-,-,Harris-Decima,Phone
2011-04-17,36,9.0,True,39.0,2011-04-17,-,6.0,24.0,HTML,±3.2 pp,22.0,1.0,-,Environics,Phone
2011-04-17,40,8.0,True,38.0,2011-04-17,-,5.0,26.0,PDF,±1.7 pp,22.0,-,-,Leger Marketing,Online
2011-04-17,39,8.6,True,39.8,2011-04-17,-,3.4,29.8,PDF,±3.1 pp,17.4,-,-,Nanos Research[note 1],Phone
2011-04-17,35,9.0,True,39.0,2011-04-17,-,6.0,28.0,PDF,±2.25 pp,17.0,1.0,-,Innovative Research Group,Phone
2011-04-18,34,8.6,True,39.8,2011-04-18,-,3.1,30.2,PDF,±3.1 pp,17.3,-,-,Nanos Research[note 1],Phone
2011-04-19,33,7.7,True,39.1,2011-04-19,-,3.9,28.4,PDF,±3.1 pp,19.8,-,-,Nanos Research[note 1],Phone
2011-04-20,32,6.5,True,34.4,2011-04-20,-,7.8,24.7,PDF,±2.2 pp,24.7,1.9,-,EKOS Research Associates,Phone (IVR)
2011-04-20,31,7.5,True,39.0,2011-04-20,-,3.4,26.7,PDF,±3.1 pp,22.1,-,-,Nanos Research[note 1],Phone
2011-04-20,30,6.0,True,36.0,2011-04-20,-,6.0,23.0,HTML,±2.2 pp,25.0,-,-,Forum Research,Phone (IVR)
2011-04-20,29,6.0,True,43.0,2011-04-20,-,4.0,21.0,HTML,±3.1 pp,24.0,-,-,Ipsos Reid,Phone
2011-04-21,28,7.4,True,37.8,2011-04-21,-,3.5,26.1,PDF,±3.1 pp,23.7,-,-,Nanos Research[note 1],Phone
2011-04-21,27,7.0,True,39.0,2011-04-21,-,6.0,22.0,HTML,±3.2 pp,25.0,1.0,-,Environics,Phone
2011-04-23,26,7.2,True,38.6,2011-04-23,-,3.7,25.9,PDF,±3.1 pp,23.2,-,-,Nanos Research[note 1],Phone
2011-04-24,25,6.5,True,39.2,2011-04-24,-,3.6,25.6,PDF,±3.1 pp,23.6,-,-,Nanos Research[note 1],Phone
2011-04-24,24,6.2,True,33.7,2011-04-24,-,7.2,23.7,PDF,±1.9 pp,28.0,1.2,-,EKOS Research Associates,Phone (IVR)
2011-04-25,23,6.4,True,38.4,2011-04-25,-,5.3,24.9,HTML,±2.49 pp,23.9,-,-,Innovative Research Group,Phone
2011-04-25,22,6.0,True,33.9,2011-04-25,-,6.8,24.0,PDF,±2.0 pp,27.9,1.4,-,EKOS Research Associates[note 1],Phone (IVR)
2011-04-26,18,6.6,True,34.0,2011-04-26,-,6.5,22.9,PDF,±1.9 pp,28.1,1.9,-,EKOS Research Associates[note 1],Phone (IVR)
2011-04-26,19,6.0,True,34.0,2011-04-26,-,7.0,22.0,HTML,±1.8 pp,31.0,-,-,Forum Research,Phone (IVR)
2011-04-26,21,7.0,True,35.0,2011-04-26,-,5.0,22.0,PDF,±2.2 pp,30.0,1.0,-,Angus Reid Public Opinion,Online
2011-04-26,20,5.8,True,37.8,2011-04-26,-,4.7,22.9,PDF,±3.1 pp,27.8,-,-,Nanos Research[note 1],Phone
2011-04-27,17,6.0,True,36.6,2011-04-27,-,4.1,21.9,PDF,±3.1 pp,30.4,-,-,Nanos Research[note 1],Phone
2011-04-27,16,6.1,True,34.8,2011-04-27,-,6.8,22.3,PDF,±1.9 pp,27.5,2.5,-,EKOS Research Associates[note 1],Phone (IVR)
2011-04-27,15,5.0,True,35.0,2011-04-27,-,7.0,22.0,HTML,±3.1 pp,30.0,-,-,Harris-Decima,Phone
2011-04-28,14,5.7,True,36.4,2011-04-28,-,4.0,22.0,PDF,±3.1 pp,31.2,-,-,Nanos Research[note 1],Phone
2011-04-28,13,6.3,True,34.5,2011-04-28,-,6.9,20.0,PDF,±1.8 pp,29.7,2.7,-,EKOS Research Associates[note 1],Phone (IVR)
2011-04-28,12,6.0,True,38.0,2011-04-28,-,4.0,18.0,HTML,±3.1 pp,33.0,-,-,Ipsos Reid,Phone
2011-04-28,11,7.0,True,36.0,2011-04-28,-,4.0,21.0,PDF,±1.7 pp,31.0,-,-,Leger Marketing,Online
2011-04-29,7,7.0,True,37.0,2011-04-29,-,7.0,18.0,PDF,±3.2 pp,32.0,-,-,Abacus Data,Online
2011-04-29,8,7.0,True,46.0,2011-04-29,-,4.0,17.0,PDF,±3.6 pp,26.0,-,-,COMPAS,Phone
2011-04-29,9,5.2,True,38.0,2011-04-29,-,3.1,23.3,PDF,±3.0 pp,29.6,-,-,Nanos Research[note 1],Phone
2011-04-29,10,6.0,True,37.0,2011-04-29,-,4.0,19.0,PDF,±2.2 pp,33.0,-,-,Angus Reid Public Opinion,Online
2011-04-30,6,5.5,True,37.0,2011-04-30,-,3.2,22.7,PDF,±3.0 pp,30.6,-,-,Nanos Research[note 1],Phone
2011-04-30,5,5.0,True,35.0,2011-04-30,-,7.0,19.0,HTML 2,±1.6 pp,33.0,-,-,Forum Research,Phone (IVR)
2011-04-30,4,5.4,True,34.6,2011-04-30,-,6.3,20.4,PDF,±1.8 pp,31.4,1.8,-,EKOS Research Associates[note 1],Phone (IVR)
2011-05-01,3,6.0,True,36.0,2011-05-01,-,6.0,19.0,PDF,±3.1 pp,30.0,-,-,Harris-Decima,Phone
2011-05-01,2,5.7,True,37.1,2011-05-01,-,3.8,20.5,PDF,±3.0 pp,31.6,1.4,-,Nanos Research[note 1],Phone
2011-05-01,1,6.4,True,33.9,2011-05-01,-,6.0,21.0,PDF,±1.8 pp,31.2,1.5,-,EKOS Research Associates[note 1],Phone (IVR)
2011-05-01,0,5.0,True,36.0,2011-05-01,-,6.0,19.0,HTML,±1.6 pp,33.0,-,-,Forum Research,Phone (IVR)
2011-05-19,362,6.0,False,40.0,2011-05-19,±2.5 pp,5.0,16.0,PDF,7,33.0,-,"1,544",Abacus Data,online
2011-05-22,361,5.0,False,38.0,2011-05-22,±2.2 pp,7.0,15.0,HTML,5,33.0,-,"2,000",Harris-Decima,telephone
2011-05-29,360,2.7,False,39.7,2011-05-29,±3.1 pp,4.8,21.5,PDF,9.8,29.9,-,"1,205",Nanos Research,telephone
2011-06-19,359,3.4,False,41.8,2011-06-19,±3.1 pp,3.7,22.3,PDF,13.8,28.0,-,"1,211",Nanos Research,telephone
2011-06-24,358,6.0,False,41.0,2011-06-24,±3.2 pp,5.0,17.0,PDF,9,32.0,-,"1,005",Abacus Data,online
2011-08-02,357,4.4,False,36.2,2011-08-02,±3.1 pp,4.5,27.0,PDF,9.2,26.8,-,"1,203",Nanos Research,telephone
2011-08-09,356,6.0,False,39.0,2011-08-09,±3.1 pp,4.0,19.0,PDF,8,31.0,-,"1,005",Angus Reid,online
2011-08-15,355,5.0,False,38.0,2011-08-15,±3.2 pp,6.0,19.0,PDF,6,32.0,-,"1,003",Abacus Data,online
2011-08-29,354,6.0,False,33.0,2011-08-29,±2.2 pp,7.0,21.0,PDF,Tie,33.0,-,"2,026",Harris-Decima,telephone
2011-09-01,353,2.6,False,39.5,2011-09-01,±3.2 pp,3.4,20.7,PDF,6.4,33.1,-,"1,210",Nanos Research,telephone
2011-09-15,352,5.0,False,39.0,2011-09-15,±2.4 pp,6.0,17.0,HTML,6,33.0,-,"1,625",Leger Marketing,online
2011-09-21,351,5.0,False,39.0,2011-09-21,±2.4 pp,4.0,21.0,PDF,10,29.0,-,"1,668",Angus Reid,online
2011-10-02,350,3.5,False,39.0,2011-10-02,±3.2 pp,2.9,24.5,PDF,10.0,29.0,-,"1,209",Nanos Research,telephone
2011-10-24,349,3.6,False,37.7,2011-10-24,±3.2 pp,3.8,23.4,PDF,7.7,30.0,-,"1,202",Nanos Research,telephone
2011-11-06,348,5.0,False,36.0,2011-11-06,±2.2 pp,7.0,22.0,PDF,7,29.0,-,"2,000",Harris-Decima,telephone
2011-11-09,347,6.0,False,37.0,2011-11-09,-,3.0,21.0,HTML,6,31.0,-,-,Ipsos Reid,-
2011-11-21,346,3.9,False,35.6,2011-11-21,±3.2 pp,3.9,28.1,PDF,7.5,27.3,-,"1,202",Nanos Research,telephone
2011-12-04,345,6.0,False,40.0,2011-12-04,±3.1 pp,5.0,18.0,PDF,9,31.0,-,"1,004",Abacus Data,online
2011-12-12,344,6.0,False,34.0,2011-12-12,±2.2 pp,7.0,22.0,PDF,6,28.0,-,"2,005",Harris-Decima,telephone
2011-12-13,343,6.0,False,33.0,2011-12-13,±2.9 pp,8.0,21.0,PDF,6,27.0,-,"1,160",Forum Research,IVR
2011-12-18,342,4.4,False,36.5,2011-12-18,±3.3 pp,3.8,25.6,PDF,7.8,28.7,-,"1,201",Nanos Research,telephone
2011-12-21,341,6.7,False,31.4,2011-12-21,±2.2 pp,6.1,24.8,PDF,1.9,29.5,-,"2,005",EKOS,telephone/online
2012-01-13,340,6.0,False,35.0,2012-01-13,±2.8 pp,4.0,25.0,PDF,7,28.0,-,"1,211",Forum Research,IVR
2012-01-19,339,6.0,False,37.0,2012-01-19,±3.1 pp,7.0,21.0,PDF,9,28.0,-,"1,000",Abacus Data,online
2012-01-21,338,6.0,False,39.0,2012-01-21,±3.1 pp,5.0,22.0,PDF,11,28.0,-,"1,000",Angus Reid,online
2012-01-22,337,5.0,False,32.0,2012-01-22,±2.2 pp,7.0,25.0,PDF,3,29.0,-,"2,000",Harris-Decima,telephone
2012-01-23,336,5.6,False,35.7,2012-01-23,±3.2 pp,4.5,27.6,PDF,8.1,25.2,-,"1,201",Nanos Research,telephone
2012-02-06,335,6.0,False,36.0,2012-02-06,±2.8 pp,3.0,26.0,PDF,8,28.0,-,"1,210",Forum Research,IVR
2012-02-28,334,6.0,False,31.5,2012-02-28,±1.6 pp,8.3,21.7,PDF,2.3,29.2,-,"3,699",EKOS,IVR
2012-02-29,333,4.9,False,35.7,2012-02-29,±3.1 pp,3.4,29.5,PDF,6.2,25.0,-,"1,203",Nanos Research,telephone
2012-03-03,332,5.0,False,37.0,2012-03-03,±2.4 pp,4.0,25.0,PDF,9,28.0,-,"1,675",Forum Research,IVR
2012-03-05,331,8.0,False,34.0,2012-03-05,±2.0 pp,7.0,24.0,PDF,8,26.0,-,"2,509",Leger Marketing,online
2012-03-08,330,7.0,False,37.0,2012-03-08,±2.0 pp,4.0,23.0,HTML,8,29.0,-,"3,154",Ipsos Reid,telephone/online
2012-03-11,329,5.8,False,35.4,2012-03-11,±2.2 pp,8.1,19.6,PDF,5.7,29.7,-,"2,011",EKOS,telephone/online
2012-03-13,328,8.0,False,37.0,2012-03-13,±3.1 pp,7.0,20.0,HTML,9,28.0,-,"1,003",Abacus Data,online
2012-03-18,327,8.0,False,30.0,2012-03-18,±2.4 pp,7.0,20.0,PDF,Tie,30.0,-,"2,000",Environics,telephone
2012-03-19,326,8.0,False,31.0,2012-03-19,±2.2 pp,7.0,24.0,PDF,3,28.0,-,"2,005",Harris-Decima,telephone
2012-03-21,325,6.0,False,37.0,2012-03-21,±2.8 pp,7.0,24.0,PDF,12,25.0,-,"1,193",Innovative Research,online
2012-03-21,324,8.0,False,37.0,2012-03-21,±3.1 pp,4.0,21.0,PDF,8,29.0,-,"1,004",Angus Reid,online
2012-03-27,323,7.0,False,35.0,2012-03-27,±2.4 pp,3.0,19.0,PDF,Tie,35.0,-,"1,638",Forum Research,IVR
2012-03-30,322,5.0,False,36.0,2012-03-30,±2.4 pp,5.0,19.0,PDF,2,34.0,-,"1,675",Forum Research,IVR
2012-04-02,321,6.0,False,34.0,2012-04-02,±2.2 pp,8.0,19.0,PDF[permanent dead link],2,32.0,-,"2,003",Harris-Decima,telephone
2012-04-04,320,7.0,False,32.0,2012-04-04,±2.5 pp,8.0,19.0,PDF,1,33.0,-,"1,506",Leger Marketing,online
2012-04-05,319,7.0,False,34.0,2012-04-05,±2.0 pp,4.0,21.0,HTML,1,33.0,-,"1,008",Ipsos Reid,telephone
2012-04-18,318,3.9,False,34.7,2012-04-18,±3.2 pp,4.2,23.3,PDF,2.3,32.4,-,"1,200",Nanos Research,telephone
2012-04-25,317,6.0,False,33.0,2012-04-25,±2.4 pp,2.0,22.0,PDF,3,36.0,-,"1,744",Forum Research,IVR
2012-04-30,316,7.0,False,30.0,2012-04-30,±3.1 pp,8.0,20.0,PDF,3,33.0,-,"1,006",Harris-Decima,telephone
2012-05-06,315,7.0,False,30.0,2012-05-06,±2.2 pp,8.0,20.0,PDF,4,34.0,-,"2,018",Harris-Decima,telephone
2012-05-09,314,6.0,False,32.0,2012-05-09,±3.5 pp,7.0,19.0,PDF,4,36.0,-,"1,000",Environics,telephone
2012-05-10,313,5.0,False,37.0,2012-05-10,±2.0 pp,3.0,19.0,HTML,2,35.0,-,"2,061",Ipsos Reid,telephone/online
