,Bloc QC,Campaign,Conservative,Date,Error,Green,Liberal,Link,Margin,NDP,Other,Sample,Source,Type
2,5.7,TRUE,37.1,2011-05-01,,3.8,20.5,PDF,±3.0 pp,31.6,1.4,,Nanos Research[note 1],Phone
1,6.4,TRUE,33.9,2011-05-01,,6,21,PDF,±1.8 pp,31.2,1.5,,EKOS Research Associates[note 1],Phone (IVR)
0,5,TRUE,36,2011-05-01,,6,19,HTML,±1.6 pp,33,,,Forum Research,Phone (IVR)
362,6,FALSE,40,2011-05-19,±2.5 pp,5,16,PDF,7,33,,"1,544",Abacus Data,online
361,5,FALSE,38,2011-05-22,±2.2 pp,7,15,HTML,5,33,,"2,000",Harris-Decima,telephone
360,2.7,FALSE,39.7,2011-05-29,±3.1 pp,4.8,21.5,PDF,9.8,29.9,,"1,205",Nanos Research,telephone
359,3.4,FALSE,41.8,2011-06-19,±3.1 pp,3.7,22.3,PDF,13.8,28,,"1,211",Nanos Research,telephone
358,6,FALSE,41,2011-06-24,±3.2 pp,5,17,PDF,9,32,,"1,005",Abacus Data,online
357,4.4,FALSE,36.2,2011-08-02,±3.1 pp,4.5,27,PDF,9.2,26.8,,"1,203",Nanos Research,telephone
356,6,FALSE,39,2011-08-09,±3.1 pp,4,19,PDF,8,31,,"1,005",Angus Reid,online
355,5,FALSE,38,2011-08-15,±3.2 pp,6,19,PDF,6,32,,"1,003",Abacus Data,online
354,6,FALSE,33,2011-08-29,±2.2 pp,7,21,PDF,Tie,33,,"2,026",Harris-Decima,telephone
353,2.6,FALSE,39.5,2011-09-01,±3.2 pp,3.4,20.7,PDF,6.4,33.1,,"1,210",Nanos Research,telephone
352,5,FALSE,39,2011-09-15,±2.4 pp,6,17,HTML,6,33,,"1,625",Leger Marketing,online
351,5,FALSE,39,2011-09-21,±2.4 pp,4,21,PDF,10,29,,"1,668",Angus Reid,online
350,3.5,FALSE,39,2011-10-02,±3.2 pp,2.9,24.5,PDF,10,29,,"1,209",Nanos Research,telephone
349,3.6,FALSE,37.7,2011-10-24,±3.2 pp,3.8,23.4,PDF,7.7,30,,"1,202",Nanos Research,telephone
348,5,FALSE,36,2011-11-06,±2.2 pp,7,22,PDF,7,29,,"2,000",Harris-Decima,telephone
347,6,FALSE,37,2011-11-09,,3,21,HTML,6,31,,,Ipsos Reid,
346,3.9,FALSE,35.6,2011-11-21,±3.2 pp,3.9,28.1,PDF,7.5,27.3,,"1,202",Nanos Research,telephone
345,6,FALSE,40,2011-12-04,±3.1 pp,5,18,PDF,9,31,,"1,004",Abacus Data,online
344,6,FALSE,34,2011-12-12,±2.2 pp,7,22,PDF,6,28,,"2,005",Harris-Decima,telephone
343,6,FALSE,33,2011-12-13,±2.9 pp,8,21,PDF,6,27,,"1,160",Forum Research,IVR
342,4.4,FALSE,36.5,2011-12-18,±3.3 pp,3.8,25.6,PDF,7.8,28.7,,"1,201",Nanos Research,telephone
341,6.7,FALSE,31.4,2011-12-21,±2.2 pp,6.1,24.8,PDF,1.9,29.5,,"2,005",EKOS,telephone/online
340,6,FALSE,35,2012-01-13,±2.8 pp,4,25,PDF,7,28,,"1,211",Forum Research,IVR
339,6,FALSE,37,2012-01-19,±3.1 pp,7,21,PDF,9,28,,"1,000",Abacus Data,online
338,6,FALSE,39,2012-01-21,±3.1 pp,5,22,PDF,11,28,,"1,000",Angus Reid,online
337,5,FALSE,32,2012-01-22,±2.2 pp,7,25,PDF,3,29,,"2,000",Harris-Decima,telephone
336,5.6,FALSE,35.7,2012-01-23,±3.2 pp,4.5,27.6,PDF,8.1,25.2,,"1,201",Nanos Research,telephone
335,6,FALSE,36,2012-02-06,±2.8 pp,3,26,PDF,8,28,,"1,210",Forum Research,IVR
334,6,FALSE,31.5,2012-02-28,±1.6 pp,8.3,21.7,PDF,2.3,29.2,,"3,699",EKOS,IVR
333,4.9,FALSE,35.7,2012-02-29,±3.1 pp,3.4,29.5,PDF,6.2,25,,"1,203",Nanos Research,telephone
332,5,FALSE,37,2012-03-03,±2.4 pp,4,25,PDF,9,28,,"1,675",Forum Research,IVR
331,8,FALSE,34,2012-03-05,±2.0 pp,7,24,PDF,8,26,,"2,509",Leger Marketing,online
330,7,FALSE,37,2012-03-08,±2.0 pp,4,23,HTML,8,29,,"3,154",Ipsos Reid,telephone/online
329,5.8,FALSE,35.4,2012-03-11,±2.2 pp,8.1,19.6,PDF,5.7,29.7,,"2,011",EKOS,telephone/online
328,8,FALSE,37,2012-03-13,±3.1 pp,7,20,HTML,9,28,,"1,003",Abacus Data,online
327,8,FALSE,30,2012-03-18,±2.4 pp,7,20,PDF,Tie,30,,"2,000",Environics,telephone
326,8,FALSE,31,2012-03-19,±2.2 pp,7,24,PDF,3,28,,"2,005",Harris-Decima,telephone
324,8,FALSE,37,2012-03-21,±3.1 pp,4,21,PDF,8,29,,"1,004",Angus Reid,online
325,6,FALSE,37,2012-03-21,±2.8 pp,7,24,PDF,12,25,,"1,193",Innovative Research,online
323,7,FALSE,35,2012-03-27,±2.4 pp,3,19,PDF,Tie,35,,"1,638",Forum Research,IVR
322,5,FALSE,36,2012-03-30,±2.4 pp,5,19,PDF,2,34,,"1,675",Forum Research,IVR
321,6,FALSE,34,2012-04-02,±2.2 pp,8,19,PDF[permanent dead link],2,32,,"2,003",Harris-Decima,telephone
320,7,FALSE,32,2012-04-04,±2.5 pp,8,19,PDF,1,33,,"1,506",Leger Marketing,online
319,7,FALSE,34,2012-04-05,±2.0 pp,4,21,HTML,1,33,,"1,008",Ipsos Reid,telephone
318,3.9,FALSE,34.7,2012-04-18,±3.2 pp,4.2,23.3,PDF,2.3,32.4,,"1,200",Nanos Research,telephone
317,6,FALSE,33,2012-04-25,±2.4 pp,2,22,PDF,3,36,,"1,744",Forum Research,IVR
316,7,FALSE,30,2012-04-30,±3.1 pp,8,20,PDF,3,33,,"1,006",Harris-Decima,telephone
315,7,FALSE,30,2012-05-06,±2.2 pp,8,20,PDF,4,34,,"2,018",Harris-Decima,telephone
314,6,FALSE,32,2012-05-09,±3.5 pp,7,19,PDF,4,36,,"1,000",Environics,telephone
313,5,FALSE,37,2012-05-10,±2.0 pp,3,19,HTML,2,35,,"2,061",Ipsos Reid,telephone/online
312,6,FALSE,37,2012-05-16,±3.1 pp,5,17,PDF,2,35,,"1,008",Abacus Data,online
311,7,FALSE,37,2012-05-23,±3.1 pp,4,18,PDF,4,33,,"1,014",Angus Reid,online
310,5,FALSE,32,2012-05-23,±2.3 pp,6,20,PDF,4,36,,"1,836",Forum Research,IVR
309,3.4,FALSE,33.5,2012-05-31,±3.1 pp,2.4,24.9,PDF,0.1,33.6,,"1,201",Nanos Research,telephone
308,6,FALSE,30,2012-06-14,±2.5 pp,5,22,PDF,7,37,,"1,529",Forum Research,IVR
307,6,FALSE,34,2012-06-16,±2.5 pp,5,19,PDF,1,35,,"1,500",Angus Reid,online
306,5,FALSE,31,2012-06-18,±2.2 pp,7,23,PDF,1,32,,"2,000",Harris-Decima,telephone
305,6,FALSE,35,2012-06-21,±3.1 pp,4,18,HTML,3,38,,"1,099",Ipsos Reid,online
304,7,FALSE,33,2012-06-23,±2.4 pp,5,19,PDF,2,35,,"2,093",Environics,telephone
303,5,FALSE,35,2012-06-23,±3.1 pp,6,20,HTML,Tie,35,,"1,008",Abacus Data,online
302,6.5,FALSE,29.3,2012-06-26,±2.2 pp,9.5,19.2,PDF,3.1,32.4,,"2,049",EKOS,IVR
301,6,FALSE,35,2012-06-27,±2.9 pp,3,19,PDF,Tie,35,,"1,165",Forum Research,IVR
300,4.9,FALSE,30.2,2012-07-05,±2.1 pp,10,19.5,PDF,2.1,32.3,,"2,098",EKOS,IVR
299,4.4,FALSE,33.6,2012-07-12,±3.2 pp,4.2,26.5,PDF,3.3,30.3,,"1,200",Nanos Research,telephone
298,6,FALSE,31,2012-07-26,±2.4 pp,5,22,PDF,4,35,,"1,639",Forum Research,IVR
297,6,FALSE,37,2012-08-12,±2.2 pp,6,20,HTML,5,32,,"2,099",Abacus Data,online
296,6,FALSE,34,2012-08-22,±2.4 pp,4,22,PDF,Tie,34,,"1,720",Forum Research,IVR
295,5.8,FALSE,32.4,2012-09-09,±3.4 pp,5,24.6,PDF,2,30.4,,"1,000",Nanos Research,telephone
294,6,FALSE,34,2012-09-10,±2.2 pp,7,24,HTML,7,27,,"2,007",Harris-Decima,telephone
293,7,FALSE,35,2012-09-18,±2.9 pp,6,17,PDF,Tie,35,,"1,208",Abacus Data,online
292,9,FALSE,31,2012-09-23,±2.4 pp,5,20,PDF,4,35,,"2,000",Environics,telephone
291,6,FALSE,35,2012-09-26,±2.0 pp,3,25,PDF,5,30,,"1,707",Forum Research,IVR
290,4.7,FALSE,33.3,2012-10-11,±3.4 pp,2.9,30.1,PDF,3.2,27.9,,"1,000",Nanos Research,telephone
289,6,FALSE,31,2012-10-27,±2.0 pp,4,27,PDF,1,32,,"1,735",Forum Research,IVR
288,7,FALSE,34,2012-11-08,±2.5 pp,2,26,HTML,4,30,,"2,009",Ipsos Reid,telephone/online
287,7,FALSE,36,2012-11-11,±3.0 pp,6,22,PDF,7,29,,"1,068",Abacus Data,online
286,4.9,FALSE,33.8,2012-11-15,±3.5 pp,3.7,29,PDF,4.8,27.2,,"1,004",Nanos Research,telephone
285,6,FALSE,33,2012-11-19,±2.0 pp,4,28,PDF,5,28,,"1,849",Forum Research,IVR
284,6.7,FALSE,31.9,2012-12-03,±1.3 pp,8.4,24.4,PDF,6.1,25.8,,"5,433",EKOS,IVR
283,7,FALSE,35,2012-12-06,±2.5 pp,9,18,PDF,5,30,,"1,500",Leger Marketing,online
282,6,FALSE,34,2012-12-08,±2.6 pp,6,22,PDF,2,32,,"1,505",Abacus Data,online
281,6,FALSE,31,2012-12-18,±2.0 pp,6,27,PDF,3,28,,"1,355",Forum Research,IVR
280,6,FALSE,35,2013-01-03,±3.1 pp,6,19,PDF,2,33,,"1,012",Angus Reid,online
279,6,FALSE,35,2013-01-17,±2.2 pp,6,22,PDF,6,29,,"2,028",Angus Reid,online
278,7,FALSE,36,2013-01-17,±2.0 pp,4,25,PDF,8,28,,"1,626",Forum Research,IVR
277,4.6,FALSE,34.3,2013-01-31,±3.5 pp,4.7,27.6,PDF,6.7,27.1,,"1,000",Nanos Research,telephone
276,6,FALSE,35,2013-02-06,±2.3 pp,6,21,PDF,4,31,,"1,832",Abacus Data,online
275,6,FALSE,32,2013-02-06,±3.0 pp,4,30,PDF,2,26,,"1,091",Forum Research,IVR
274,7.2,FALSE,29.3,2013-02-10,±1.3 pp,9.5,24.6,PDF,3,26.3,,"5,947",EKOS,IVR
273,5.2,FALSE,31.5,2013-02-24,±3.7 pp,5.9,29.1,PDF,2.4,27.2,,"1,000",Nanos Research,telephone
272,6,FALSE,31,2013-03-07,±2.0 pp,5,30,PDF,1,27,,"1,755",Forum Research,IVR
271,5,FALSE,32,2013-03-21,±3.1 pp,8,24,PDF,1,31,,"1,014",Abacus Data,online
270,7,FALSE,31,2013-03-28,±2.5 pp,7,30,PDF,1,24,,"1,511",Leger Marketing,online
269,5,FALSE,29,2013-04-02,±3.0 pp,6,33,PDF,4,25,,"1,310",Forum Research,IVR
268,6,FALSE,31,2013-04-03,±3.4 pp,4,32,HTML,1,27,,"1,053",Ipsos Reid,
267,5,FALSE,33,2013-04-06,±2.6 pp,7,27,PDF,6,27,,"1,511",Abacus Data,online
266,4.8,FALSE,31.3,2013-04-08,±3.3 pp,4.2,35.4,PDF,4.1,23.6,,"1,002",Nanos Research,telephone/online
265,6.4,FALSE,28.8,2013-04-10,±1.5 pp,9,29.1,PDF,0.3,23.3,,"4,568",EKOS,IVR
264,5,FALSE,30,2013-04-15,±2.0 pp,2,43,PDF,13,19,,"1,764",Forum Research,IVR
263,6,FALSE,28,2013-04-28,±2.2 pp,7,35,PDF,7,22,,"2,008",Harris-Decima,telephone
262,5,FALSE,32,2013-04-30,±3.4 pp,3,35,HTML,3,25,,"1,059",Ipsos Reid,online
261,4.2,FALSE,26.2,2013-05-02,±2.7 pp,6.3,38.6,PDF,12.4,23.9,,"1,309",EKOS,telephone/online
260,4,FALSE,27,2013-05-22,±2.0 pp,3,44,PDF,17,20,,"1,779",Forum Research,IVR
259,5.4,FALSE,26.3,2013-05-26,±1.7 pp,9.2,34.7,HTML,8.4,20.9,,"3,318",EKOS,IVR
258,4,FALSE,30,2013-05-28,±3.5 pp,4,36,HTML,6,27,,"1,009",Ipsos Reid,online
257,6,FALSE,30,2013-06-18,±2.0 pp,4,38,PDF,8,20,,"1,525",Forum Research,IVR
255,4,FALSE,29,2013-06-19,±2.5 pp,8,37,PDF,8,21,,"1,503",Leger Marketing,online
256,3.7,FALSE,29.4,2013-06-19,±3.5 pp,6.4,34.2,PDF,4.8,25.3,,"1,000",Nanos Research,telephone/online
254,6,FALSE,27,2013-06-23,±3.1 pp,10,29,HTML,2,26,,999,Abacus Data,online
253,6,FALSE,30,2013-06-25,±3.3 pp,4,33,HTML,3,28,,"1,177",Ipsos Reid,online
252,6,FALSE,28,2013-06-30,±2.4 pp,6,34,PDF[permanent dead link],6,24,,"2,149",Environics,telephone
251,6.3,FALSE,28.4,2013-07-09,±1.8 pp,8.5,30.4,PDF,2,23.4,,"2,900",EKOS,IVR
250,7,FALSE,31,2013-07-23,±2.0 pp,4,35,PDF,4,22,,"1,782",Forum Research,IVR
249,2.5,FALSE,31.9,2013-08-19,±2.2 pp,5.9,35.3,PDF,3.4,22.8,,"2,000",Nanos Research,telephone
248,3.9,FALSE,29.7,2013-08-22,±3.3 pp,5.5,35.7,PDF,6,24.8,,"1,000",Nanos Research,telephone/online
247,6,FALSE,29,2013-08-23,±3.0 pp,4,38,PDF,9,22,,"1,189",Forum Research,IVR
246,5,FALSE,30,2013-08-31,±3.5 pp,5,33,PDF,3,25,,"1,000",Nanos Research,telephone
245,8,FALSE,30,2013-09-04,±2.5 pp,4,29,PDF,1,27,,"1,600",Abacus Data,online
244,6,FALSE,29,2013-09-09,±2.2 pp,6,33,PDF,4,24,,"2,020",Harris-Decima,telephone
243,7,FALSE,31,2013-09-17,±3.0 pp,4,36,PDF,5,21,,"1,527",Forum Research,IVR
242,7,FALSE,32,2013-09-20,±3.5 pp,3,31,HTML,1,26,,"1,035",Ipsos Reid,online
241,5,FALSE,26.1,2013-10-14,±2.5 pp,6.5,36.3,PDF,10.2,24.9,,"1,554",EKOS,telephone/online
240,5,FALSE,29,2013-10-18,±3.5 pp,5,37,PDF,8,23,,"1,000",Nanos Research,telephone
239,6,FALSE,31,2013-10-20,±3.4 pp,2,33,HTML,2,27,,"1,042",Ipsos Reid,online
238,5,FALSE,32,2013-10-22,±2.6 pp,7,32,PDF,Tie,23,,"1,459",Abacus Data,online
237,7,FALSE,30,2013-10-22,±2.0 pp,5,39,PDF,9,19,,"1,859",Forum Research,IVR
236,6,FALSE,28,2013-10-23,±3.0 pp,5,40,PDF,12,20,,"1,007",Forum Research,IVR
235,6,FALSE,30,2013-10-28,±3.4 pp,2,31,HTML,Tie,31,,"1,102",Ipsos Reid,online
234,5.2,FALSE,26.4,2013-10-29,±2.6 pp,5.2,37.4,PDF,11,24.9,,"1,377",EKOS,telephone/online
233,6,FALSE,29,2013-11-13,±2.0 pp,4,38,PDF,9,22,,"1,834",Forum Research,IVR
232,7,FALSE,26,2013-11-25,±2.2 pp,7,36,PDF[permanent dead link],10,23,,"2,034",Harris-Decima,telephone
231,6,FALSE,29,2013-11-27,±3.5 pp,3,35,HTML,6,26,,"1,014",Ipsos Reid,online
230,5,FALSE,32,2013-12-13,±2.0 pp,3,38,PDF,6,21,,"1,634",Forum Research,IVR
229,6.3,FALSE,26.2,2013-12-15,±1.7 pp,9.3,32.1,PDF,5.9,22.9,,"3,468",EKOS,IVR
228,5,FALSE,28,2014-01-17,±2.0 pp,4,37,PDF,9,25,,"1,779",Forum Research,IVR
227,5,FALSE,28,2014-01-18,±2.2 pp,7,34,PDF,6,24,,"1,996",Abacus Data,online
226,5,FALSE,28,2014-01-25,±3.0 pp,4,38,PDF,10,24,,"1,228",Forum Research,IVR
225,4.5,FALSE,29.7,2014-01-27,±2.5 pp,6.2,33.2,PDF,3.5,24.3,,"1,501",EKOS,telephone/online
224,7,FALSE,29,2014-02-04,±3.5 pp,4,33,HTML,4,27,,"1,001",Ipsos Reid,online
223,6.4,FALSE,28.7,2014-02-15,±3.4 pp,5.3,34,PDF,5.3,23.2,,"1,000",Nanos Research,telephone
222,5,FALSE,28,2014-02-16,±2.5 pp,6,33,PDF,5,26,,"1,514",Angus Reid,online
221,5,FALSE,29,2014-02-18,±3.5 pp,5,37,HTML,8,24,,"1,034",Ipsos Reid,online
220,6,FALSE,29,2014-02-19,±2.0 pp,4,39,PDF,10,21,,"1,824",Forum Research,IVR
219,8,FALSE,28,2014-03-05,±2.8 pp,6,34,PDF,6,23,,"1,249",Abacus Data,online
218,5,FALSE,28,2014-03-09,±1.2 pp,6,33,PDF,5,27,,"6,445",Angus Reid,online
217,5,FALSE,29,2014-03-28,±2.0 pp,3,39,PDF,10,22,,"1,764",Forum Research,IVR
216,4.8,FALSE,26.7,2014-04-03,±1.5 pp,8.1,35.8,PDF,9.1,21.8,,"4,134",EKOS,IVR
215,5,FALSE,32,2014-04-15,±3.4 pp,6,30,PDF,2,26,,"1,505",Angus Reid,online
214,6,FALSE,33,2014-04-22,±3.5 pp,4,33,HTML,Tie,24,,"1,014",Ipsos Reid,online
213,6,FALSE,30,2014-04-29,±2.0 pp,4,39,PDF,9,20,,"1,572",Forum Research,IVR
212,5.3,FALSE,27.6,2014-05-01,±1.6 pp,8.2,34.9,PDF,7.3,21.4,,"3,677",EKOS,IVR
210,5,FALSE,31,2014-05-23,±3.4 pp,7,30,PDF,1,25,,"1,503",Angus Reid,online
211,6,FALSE,30,2014-05-23,±2.0 pp,5,36,PDF,6,23,,"1,694",Forum Research,IVR
209,5,FALSE,31,2014-06-12,±1.2 pp,6,30,PDF,1,27,,"6,264",Angus Reid,online
208,4,FALSE,31,2014-06-17,±2.0 pp,5,39,PDF,8,19,,"1,683",Forum Research,IVR
207,5,FALSE,31,2014-07-03,±2.2 pp,6,34,PDF,3,23,,"2,000",Abacus Data,online
206,5,FALSE,28,2014-07-18,±2.0 pp,3,44,PDF,16,18,,"1,624",Forum Research,IVR
205,3.7,FALSE,25.6,2014-07-23,±1.9 pp,7.1,38.7,PDF,12.1,23.4,,"2,620",EKOS,telephone/online
204,3,FALSE,31,2014-08-17,±3.5 pp,3,38,HTML,7,24,,"1,012",Ipsos Reid,online
203,5,FALSE,29,2014-08-18,±2.5 pp,7,35,PDF,6,22,,"1,614",Abacus Data,online
202,5,FALSE,32,2014-08-19,±2.0 pp,5,41,PDF,9,17,,"1,798",Forum Research,IVR
201,4,FALSE,34,2014-09-05,±3.0 pp,3,40,PDF,6,18,,"1,267",Forum Research,IVR
200,5,FALSE,31,2014-09-12,±2.8 pp,3,38,HTML,7,23,,"1,605",Ipsos Reid,online
199,3,FALSE,30,2014-09-14,±3.1 pp,5,38,PDF,8,23,,"1,075",Abacus Data,online
198,4,FALSE,30,2014-09-19,±2.5 pp,6,36,PDF,6,22,,"1,502",Angus Reid,online
197,4,FALSE,24.9,2014-09-25,±2.5 pp,7.7,38.3,PDF,13.4,24.4,,"1,549",EKOS,telephone/online
196,4,FALSE,34,2014-10-05,±2.5 pp,4,38,PDF,4,19,,"1,504",Forum Research,IVR
195,3.1,FALSE,26.4,2014-10-15,±2.4 pp,5.7,38.5,PDF,12.1,25,,"1,671",EKOS,telephone/online
194,4,FALSE,32,2014-10-16,±2.5 pp,5,37,PDF,5,21,,"1,524",Leger Marketing,online
193,4,FALSE,30,2014-10-17,±2.8 pp,8,32,PDF,2,25,,"1,248",Abacus Data,online
192,5.5,FALSE,27.8,2014-10-29,±2.4 pp,8.2,33.4,PDF,5.6,21.4,,"1,628",EKOS,IVR
191,4,FALSE,30,2014-11-04,±2.3 pp,6,35,PDF,5,24,,"1,850",Abacus Data,online
189,3.5,FALSE,30.2,2014-11-06,±2.5 pp,9.7,33.5,PDF,3.3,20.5,,"1,561",EKOS,IVR
190,3,FALSE,33,2014-11-06,±2.5 pp,7,36,PDF,3,19,,"1,493",Leger Marketing,online
188,4,FALSE,33,2014-11-20,±3.0 pp,8,36,PDF,3,18,,"1,500",Forum Research,IVR
187,5,FALSE,33,2014-12-01,±1.2 pp,4,34,HTML,1,24,,"8,268",Ipsos Reid,online
186,4,FALSE,32,2014-12-11,±2.5 pp,6,38,PDF,6,19,,"1,521",Leger Marketing,online
185,3,FALSE,33,2014-12-11,±2.0 pp,5,41,PDF,8,17,,"1,658",Forum Research,IVR
184,5,FALSE,30.8,2014-12-12,±1.7 pp,7.8,31.8,PDF,1,20,,"3,276",EKOS,IVR
183,4,FALSE,34,2014-12-13,±1.2 pp,5,34,PDF,Tie,22,,"6,325",Angus Reid,online
182,5.3,FALSE,29.8,2014-12-18,±1.7 pp,7.7,33.8,PDF,3,20.2,,"2,183",EKOS,IVR
181,4,FALSE,34,2014-12-20,±2.6 pp,6,33,PDF,1,22,,"1,438",Abacus Data,online
180,4,FALSE,33,2015-01-06,±2.0 pp,5,37,PDF,4,20,,"1,741",Forum Research,IVR
179,6,FALSE,35,2015-01-11,±2.6 pp,4,31,HTML,4,24,,"1,915",Ipsos Reid,online
178,4.4,FALSE,31,2015-01-13,±1.5 pp,8.9,33.1,PDF,2.1,19.1,,"4,412",EKOS,IVR
177,4,FALSE,33,2015-01-28,±3.1 pp,5,32,PDF,1,24,,"1,005",Abacus Data,online
176,5,FALSE,35,2015-01-28,±3.0 pp,6,34,PDF,1,20,,"1,382",Forum Research,IVR
175,5,FALSE,32,2015-02-02,±2.5 pp,6,35,PDF,3,20,,"1,507",Leger Marketing,online
174,3.8,FALSE,35,2015-02-03,±1.8 pp,8,32.2,PDF,2.8,17.9,,"2,974",EKOS,IVR
173,4.2,FALSE,32,2015-02-10,±1.8 pp,8.5,33.8,PDF,1.8,18.9,,"3,005",EKOS,IVR
172,4,FALSE,32,2015-02-10,±3.0 pp,5,39,PDF,7,17,,"1,018",Forum Research,IVR
171,4,FALSE,35,2015-02-16,±2.6 pp,4,34,PDF,1,21,,"1,460",Abacus Data,online
170,5.4,FALSE,32.3,2015-02-17,±1.7 pp,8,31.6,PDF,0.7,19.1,,"3,386",EKOS,IVR
169,6,FALSE,33,2015-02-23,±2.2 pp,3,34,HTML,1,23,,"2,650",Ipsos Reid,online
168,4.5,FALSE,31.1,2015-02-24,±1.6 pp,7.5,31.9,PDF,0.8,22.1,,"3,607",EKOS,IVR
167,5,FALSE,33,2015-02-27,±3.1 pp,5,34,PDF,1,23,,"1,000",Nanos Research,telephone – rolling
166,4.6,FALSE,32.2,2015-03-03,±1.7 pp,9,31.3,PDF,0.9,19.9,,"3,241",EKOS,IVR
165,4.8,FALSE,32.9,2015-03-10,±1.8 pp,8.8,30.5,PDF,2.4,19.7,,"2,950",EKOS,IVR
164,4,FALSE,32,2015-03-14,±3.0 pp,6,36,PDF,4,21,,"1,370",Forum Research,IVR
163,4.8,FALSE,30.2,2015-03-17,±1.6 pp,7.9,32.1,PDF,1.9,21.2,,"3,832",EKOS,IVR
162,4,FALSE,34,2015-03-18,±2.5 pp,6,35,PDF,1,20,,"1,511",Leger Marketing,online
161,4,FALSE,32,2015-03-22,±3.1 pp,6,33,PDF,1,23,,"1,000",Abacus Data,online
160,4.7,FALSE,31.8,2015-03-24,±1.5 pp,8.7,28.5,PDF,3.3,23.2,,"4,311",EKOS,IVR
159,5.9,FALSE,35.3,2015-03-30,±1.8 pp,8.7,31.4,PDF,3.9,18.7,,"3,040",Oraclepoll Research,telephone
158,5.2,FALSE,31.9,2015-03-31,±1.6 pp,9.6,27.6,PDF,4.3,22.6,,"3,901",EKOS,IVR
157,5,FALSE,31,2015-03-31,±3.0 pp,5,34,PDF,3,23,,"1,239",Forum Research,IVR
155,4,FALSE,35,2015-04-07,±3.5 pp,3,33,HTML,2,25,,"1,001",Ipsos Reid,online
156,4.2,FALSE,28.7,2015-04-07,±1.7 pp,9.2,30.1,PDF,1.4,22.9,,"3,306",EKOS,IVR
154,4.9,FALSE,32.2,2015-04-14,±1.7 pp,8,28.5,PDF,3.7,22.7,,"3,399",EKOS,IVR
153,3,FALSE,33,2015-04-16,±3.0 pp,6,35,PDF,2,22,,"1,365",Forum Research,IVR
152,4,FALSE,29,2015-04-17,±3.1 pp,8,34,PDF,5,25,,"1,000",Nanos Research,telephone – rolling
151,4.9,FALSE,31.8,2015-04-21,±1.6 pp,7.5,27.6,PDF,4,23.5,,"3,850",EKOS,IVR
150,5,FALSE,35,2015-04-22,±3.0 pp,6,31,PDF,4,23,,977,Forum Research,IVR
149,5,FALSE,36,2015-04-24,±2.6 pp,6,28,PDF,8,24,,"1,500",Abacus Data,online
148,4.1,FALSE,32.4,2015-04-28,±1.6 pp,9.9,28.7,PDF,3.7,21.9,,"3,757",EKOS,IVR
147,4,FALSE,33,2015-04-30,±2.5 pp,7,34,PDF,1,21,,"1,488",Leger Marketing,online
146,4.2,FALSE,30.3,2015-05-05,±1.8 pp,7.3,29.6,PDF,0.7,24.2,,"3,017",EKOS,IVR
145,4.1,FALSE,30,2015-05-12,±2.1 pp,8,27,PDF,0.9,29.1,,"2,177",EKOS,IVR
144,3,FALSE,31,2015-05-13,±3.0 pp,4,31,PDF,Tie,30,,"1,286",Forum Research,IVR
143,3.6,FALSE,32.9,2015-05-14,±3.1 pp,5.3,31.3,PDF,1.6,25.2,,"1,000",Nanos Research,telephone – rolling
142,5.4,FALSE,28.1,2015-05-19,±1.9 pp,7.6,26.1,PDF,1.5,29.6,,"2,675",EKOS,IVR
141,4.1,FALSE,29.5,2015-05-26,±1.8 pp,7.8,26.8,PDF,0.6,28.9,,"2,934",EKOS,IVR
140,4,FALSE,32,2015-05-29,±3.1 pp,5,29,PDF,2,30,,"1,000",Nanos Research,telephone – rolling (1/2)
139,4,FALSE,31,2015-05-29,±3.5 pp,4,31,HTML,Tie,30,,"1,003",Ipsos Reid,online
138,4,FALSE,31,2015-05-31,±2.6 pp,7,28,PDF,3,28,,"1,500",Abacus Data,online
137,4.8,FALSE,29.2,2015-06-02,±2.1 pp,7.4,23.9,PDF,2.1,31.3,,"2,204",EKOS,IVR
136,3,FALSE,31,2015-06-05,±3.0 pp,5,32,PDF,1,28,,"1,156",Forum Research,IVR
135,5,FALSE,31,2015-06-07,±1.2 pp,5,23,PDF,5,36,,"6,005",Angus Reid,online
134,5.1,FALSE,26.9,2015-06-09,±2.0 pp,7.3,23.3,PDF,6.7,33.6,,"2,491",EKOS,IVR
133,5.9,FALSE,29.4,2015-06-16,±1.6 pp,7.1,25,PDF,0.8,30.2,,"3,834",EKOS,IVR
132,7,FALSE,26,2015-06-16,±3.0 pp,5,28,PDF,6,34,,"1,281",Forum Research,IVR
131,6,FALSE,28,2015-06-18,±2.4 pp,7,28,HTML,2,30,,"2,003",Environics,telephone
129,5,FALSE,28,2015-06-23,±3.0 pp,2,28,PDF,8,36,,"1,268",Forum Research,IVR
130,6,FALSE,28,2015-06-23,±2.5 pp,2,29,HTML,6,35,,"2,003",Ipsos Reid,online
128,6.3,FALSE,27.3,2015-06-28,±2.3 pp,6.6,25.6,PDF,3.6,30.9,,"1,752",EKOS,IVR
127,6,FALSE,27,2015-06-29,±3.0 pp,4,29,PDF,3,32,,"1,221",Forum Research,IVR
126,6,FALSE,29,2015-07-06,±2.2 pp,6,27,PDF,3,32,,"2,000",Abacus Data,online
125,5,FALSE,32,2015-07-07,±3.0 pp,3,26,PDF,Tie,32,,"1,200",Forum Research,IVR
124,7,FALSE,27,2015-07-13,±3.0 pp,5,27,PDF,7,34,,"1,251",Forum Research,IVR
